	header	desc	author	date
1037	What To Watch For Urban Outfitters Stock Past Earnings?	Urban Outfitters (NASDAQ: URBN), a lifestyle retailer focusing on young adults and teenagers, is scheduled to report its first-quarter fiscal 2023 (year ending January 2023) results on Tuesday, May 24.	Trefis Team	May 24, 2022
1038	A VMware Mega-Deal Would Add To Broadcom’s History Of Big-Ticket M&A	Broadcom and VMware are mulling a massive merger, Conan O'Brien sells his podcast network for nine figures and more from the day in deals.	Kevin Dowd	May 24, 2022
1039	Strong Revenue Trends And Better Prospects Make Penumbra Stock A Good Bet	We think that Penumbra (NYSE: PEN), a medical devices company focused on interventional therapies, currently is a better pick compared to the Gap stock (NYSE: GPS), a specialty retailer selling casual apparel, accessories, and personal care products, despite it being the more expensive of the two...	Trefis Team	May 24, 2022
1040	Just 1 In 5 Family Offices Are Invested In Cryptocurrency	Just 20% of Family Offices are invested in crypto today and a large portion of those are dipping their toes in the water, approaching very cautiously and carefully as Family Offices so often do.	Paul Westall	May 24, 2022
1041	Hedge Funds In The Red For Q1, But Wide Dispersion Flashed Green For Commodities, Red For Equities	After a robust 2021, the first quarter brought a significant pullback in hedge fund performance. However, the first quarter was also marked by a sizable divergence according to strategy.	Jacob Wolinsky	May 24, 2022
1042	This 7.3% Dividend Payer Is Built For This Weird Market	In a plunging market like this one, it’s critical to play the long game.	Michael Foster	May 24, 2022
1043	Should You Buy, Sell Or Hold Snowflake Stock At $140	Snowflake’s guidance for FY’23 was also lighter than expected, with the company guiding product revenues of about $1.88 billion to $1.90 billion, a growth of 65% to 67% versus last year, compared to 100% plus levels seen in FY’22.	Trefis Team	May 24, 2022
1044	Will Hordes Of Poor Seniors Overwhelm Government Welfare Programs?	In fact, the assumptions driving these frigthening claims are anything but reasonable. And projections from nonpartisan government agencies tell almost the opposite story: poverty in old age is falling, not rising, as America’s seniors grow ever-richer.	Andrew Biggs	May 24, 2022
1045	What’s Happening With Live Nation Stock?	Live Nation Entertainment stock (NYSE: LYV) has declined by around 16% over the last month (around 21 trading days), underperforming the broader S&P 500 which remains down by about 11% over the same period.	Trefis Team	May 24, 2022
1046	Beat The Market By Investing In Freedom – And Shunning Places Like Russia And China	When Russia’s invasion of Ukraine sent most emerging-markets funds plummeting, Perth Tolle’s Freedom index fund avoided most of the carnage—because economies run by despots will never be on her buy list.	Hank Tucker	From the July 2022 issue
1047	The Metaverse: Virtual Worlds But Real Opportunities	When you put all this together — virtual worlds where people want to do business, decentralised finance moving tokens around and persistent pseudonymous identifiers with verifiable credentials as the token owners — I think you can see a clear and consistent definition of the metaverse.	David G.W. Birch	May 24, 2022
1048	Robert Kuok’s Kerry Properties Sells Hong Kong Warehouses To China Resources For $588 Million	Kerry Properties—controlled by Malaysia’s richest person Robert Kuok—has agreed to sell two of its warehouses in Hong Kong to China Resources Logistics, a unit of state-owned China Resources Group, for HK$4.62 billion.	Yessar Rosendar	May 24, 2022
1049	Digital Ad Stocks Had A Tough Year So Far. What Next?	Our theme of Ad Tech Stocks - which includes Internet platforms and ad technology players - has had a tough year declining by around 41% year-to-date, compared to the Nasdaq-100, which remains down by roughly 28% over the same period.	Trefis Team	May 24, 2022
1050	Dow Soars 600 Points As JPMorgan Rallies—But 'Vicious' Bear Market Risks Keep Experts On Edge	"JPMorgan's billionaire chief cautioned ""big storm clouds"" are looming even as the bank's shares rallied Monday, and Morgan Stanley analysts are similarly bearish."	Jonathan Ponciano	May 23, 2022
1051	Does Having Children Cause Dementia? What To Make Of A New Study	"Does having more kids worsen your risk of dementia? The study is real but the answer: ""it depends."""	Elizabeth Bauer	May 23, 2022
1052	Ohio Teachers Pension Touts Past Transparency Awards, Fails To Disclose Special Investigation By State Auditor	The State Teachers Retirement System of Ohio never tires of telling its members of past transparency awards it has received from Ohio State Auditor Keith Faber. The fact that Faber is now conducting a special investigation into the pension’s transparency practices is not disclosed by the pension.	Edward Siedle	May 23, 2022
1053	Student Loan Payment Pause: Biden Official Says Repayment Will Resume ‘At Some Point’ — Here’s What That Might Mean	A top Biden administration official indicated that the ongoing student loan payment pause is going to end, and payments will resume. But he did not confirm a specific timeline, leaving open the possibility for yet another extension.	Adam S. Minsky	May 23, 2022
1054	Worried About Inflation? Here’s What Investments Worked In The 1970s	Inflation continues to hover above an annual rate of 8%, with prices for gasoline, natural gas, food and used vehicles rising the most. The last time inflation was this high, Ronald Reagan was only a year into his first term, and the headline interest rate was around 13%, compared to 1% today.	Frank Holmes	May 23, 2022
1055	Expanded NATO Will Shoot Billions To US Defense Contractors	If admitted they would join their Nordic neighbors in the alliance, and open up a big new market for American defense contractors.	Jon Markman	May 23, 2022
1056	Alexis Ren Enters NFT World With Sirens, A Women-Led Project Aimed Towards Mental Wellness And Eco-Villages	She founded Sirens, a women-led community of 10,000 unique NFTs supporting mental health, education, and eco-villages which has now attracted 10,000 members to join the cause.	Derick David	May 23, 2022
1057	Ralph Lauren Stock To Trade Lower After FY Q4 Results?	Ralph Lauren has seen an impressive recovery in revenues and cash flow in the last nine months of fiscal 2022.	Trefis Team	May 23, 2022
1058	Green Shoots	Unfortunately, a hallmark of a bear market is the inability of markets to hold gains, which is what we saw happen as markets briefly made a new 52 week low.	JJ Kinahan	May 23, 2022
1059	Best Buy Stock Not Expected To Move Much Following Q1 Earnings	Best Buy (NYSE: BBY), a specialty retailer of consumer electronics, is scheduled to report its fiscal first-quarter results on Tuesday, May 24.	Trefis Team	May 23, 2022
1060	Here’s How Long It Takes For Stocks To Recover From Bear Markets	Historically, not all bear markets lead to recessions.	Sergei Klebnikov	May 23, 2022
1061	10 Tips For Using An LLC To Minimize Your Rental Real Estate Liability And Maximize Your Estate Planning	Owning rental property comes with risks, so make sure you own the property in a way that will limit your liability and sync with your estate plan.	Christine Fletcher	May 23, 2022
1062	What To Expect From Abercrombie & Fitch Stock Post Q1?	We expect ANF stock to likely trade higher (modestly) due to revenues and earnings beating market expectations.	Trefis Team	May 23, 2022
1063	How To Turn Stock Market Volatility Into Lower Taxes	This may be a great time to revisit tax-loss harvesting and use the stock market drop to help you lower your tax bill for 2022.	David Rae	May 23, 2022
1064	Families Must Provide More Medical Care At Home, But With Little Training	The study, by Julia Burgdorf of the Visiting Nurse Service of New York and co-authors, looked at home health care after hospital discharge.	Howard Gleckman	May 23, 2022
1065	Should Bitcoin Or Other Cryptocurrencies Be In Your Retirement Accounts?	Considers the viability of Bitcoin and other cryptocurrencies for retirement fund planning.	Jay Adkisson	May 23, 2022
1066	Why Is It Normal For You To Worry About Retirement Before You Retire?	What’s the best way to overcome the fear of uncertainty that retirement brings? It helps to know the sources of that fear. This will guide you as you fill in the blank retirement often presents.	Chris Carosa	May 23, 2022
1067	Mainland Markets Shrug Off Headlines	Asian equities were mixed overnight as President Biden visited the region.	Brendan Ahern	May 23, 2022
1068	Tax History: Soaking The Forgotten Man: Why New Dealers Taxed The Middle Class	Joseph J. Thorndike argues that the recent criticism of Stanley S. Surrey’s role in tax policymaking is ahistorical, holding him to a standard that simply didn’t exist in his day.	Joseph Thorndike	May 23, 2022
1069	Target Stock Down 30% In A Week, What’s Next?	The stock decline during this period can be attributed to the fall in Q1 earnings, missed estimates, and negative cash flow – driven by a slowing economy and supply chain worries.	Trefis Team	May 23, 2022
1070	Latest EU Sanctions Target Different Set Of Russia’s Business Elite	Meet the new Russian executives sanctioned by the Europeans. Is it having the desired effect on the Ukraine war?	Kenneth Rapoza	May 23, 2022
1071	Ethereum, Crash Or Moon? Crypto Crash 2022	During a crash an investor can get out or stick it out and that’s about it. Traders on the other hand are in their element.	Clem Chambers	May 23, 2022
1072	Alphabet: Big Value In Big Tech	Even after such strong outperformance, this stock has another 43%+ upside while the index looks weaker by the day.	David Trainer	May 23, 2022
1073	Time To Buy The Dip? 5 Dirt-Cheap Dividends To Consider	Thanks to the market’s selloff, we finally have some dividend deals out there.	Brett Owens	May 23, 2022
1074	Time To Weed Your Holdings And Upgrade Your Portfolio. Here’s How.	With the stock market down 18% from its peak, now is a good time for a portfolio upgrade.	John Dorfman	May 23, 2022
1075	This Stock Has A 2.90% Yield And Sells For Less Than Book	CNO Financial Group has been named as a Top 25 dividend stock, according the most recent Dividend Channel ''DividendRank'' report.	Dividend Channel	May 23, 2022
1076	Is Barclays Stock Undervalued?	Its net revenues increased 7% y-o-y to $8.7 billion, mainly driven by a similar rise in the corporate & investment bank revenues.	Trefis Team	May 23, 2022
1077	The US Fintech Subscription Economy: $13 Billion ARR And Growing	Across the industry, subscription charges and membership fees for fintech services add up. Among consumers between the ages of 21 and 55, 40% subscribe to fintech services, with half spending $10 or more each month.	Ron Shevlin	May 23, 2022
